feature1,feature2,target
-0.9461318398033576,0.0802149037987896,0
-1.750979067422156,1.087215348205647,0
2.265995093503851,2.3741712774972465,1
0.6105453066624418,2.4206348209734494,1
-2.9337936192322127,3.8538879521075913,0
-3.443122899968493,4.625641187090297,0
-1.5111746355562274,0.881586199833587,0
-1.8518263119954286,1.9115089358057444,0
-3.174182145327234,3.8279144368404596,0
2.6683024572937764,3.2353696995514554,1
-1.4002284995831324,0.07311961382717924,0
-2.751290570817024,3.056689727881202,0
1.6592591892441835,2.077763724525755,1
-1.1596362285344304,1.148330402644938,0
-2.098961037239626,1.8313133250039912,0
2.993056002179777,1.4882447656455098,1
2.5088077224809657,3.4404570411138407,1
0.7694043571231564,0.8529583287965026,1
2.461235568491657,2.0634695367284523,1
1.8274559202169232,2.36754681239938,1
2.4834087712237434,2.6503378059699463,1
2.49364198333186,1.6160079225137964,1
-3.9537617132400964,3.2081674220615173,0
2.106993017329063,3.091640464335521,1
2.4895562848438857,3.2080145477145177,1
2.127842149221801,2.9764670896232532,1
2.6589622683459795,2.443032679796763,1
-2.2353862223922474,2.5759461348323973,0
-1.62893395288588,3.6211038816072434,0
1.9693405475229713,0.6789831112561948,1
2.0909526339866997,0.9868157681617005,1
-1.43164459588004,2.2714412153857033,0
0.38174420052226,0.2475377379107313,1
-0.8391464132572055,0.5243219242015928,0
3.408660363769492,3.1138961581893367,1
-0.893985094338176,0.18085456974959246,0
-0.14551747860018382,0.1085640119229887,0
-2.6552329232671092,3.058847616527688,0
-2.2611046160035073,1.8253475635005458,0
1.2378233510860173,0.42783630653636306,1
3.0270646442381026,3.419405831032214,1
-3.2987762721476246,3.4268502670333225,0
3.2005405433551752,2.3090002681799975,1
-1.7050921632040477,1.7077600703961762,0
3.0289228357357367,3.3249612491249465,1
2.16116757186181,1.9778451844811933,1
-0.5439550028710911,1.143112953497206,0
1.5343438917598997,0.8889659801344467,1
0.7933440077688689,2.3578626905674875,1
-2.398963926550392,2.8862806040705014,0
1.2101261951146718,1.9105979638467028,1
-2.3606736464458953,2.663120233499512,0
-0.6606651857806825,0.2765700293856761,0
-2.839352166561519,3.250941289953375,0
2.1096662267624797,2.2065201321721832,1
-2.306420689402811,2.183207059058822,0
0.5789731419753377,-0.9109519572848703,1
